,data,result
29911,"[86, 41, 2]",[3526]
29912,"[72, 57, 0]",[129]
29913,"[65, 91, 0]",[156]
29914,"[24, 97, 1]",[-73]
29915,"[47, 66, 1]",[-19]
29916,"[59, 67, 0]",[126]
29917,"[73, 68, 1]",[5]
29918,"[70, 5, 0]",[75]
29919,"[54, 62, 0]",[116]
29920,"[51, 61, 1]",[-10]
29921,"[31, 94, 2]",[2914]
29922,"[0, 39, 2]",[0]
29923,"[80, 20, 2]",[1600]
29924,"[85, 60, 2]",[5100]
29925,"[64, 77, 0]",[141]
29926,"[78, 13, 1]",[65]
29927,"[55, 87, 3]",[0.632183908045977]
29928,"[39, 58, 2]",[2262]
29929,"[95, 86, 2]",[8170]
29930,"[94, 13, 3]",[7.230769230769231]
29931,"[22, 3, 3]",[7.333333333333333]
29932,"[64, 63, 3]",[1.0158730158730158]
29933,"[69, 96, 2]",[6624]
29934,"[6, 27, 1]",[-21]
29935,"[64, 84, 2]",[5376]
29936,"[64, 24, 3]",[2.6666666666666665]
29937,"[6, 18, 0]",[24]
29938,"[3, 84, 0]",[87]
29939,"[69, 19, 2]",[1311]
29940,"[76, 98, 3]",[0.7755102040816326]
29941,"[69, 56, 3]",[1.2321428571428572]
29942,"[39, 15, 0]",[54]
29943,"[42, 4, 1]",[38]
29944,"[74, 30, 0]",[104]
29945,"[0, 70, 1]",[-70]
29946,"[0, 82, 2]",[0]
29947,"[35, 2, 3]",[17.5]
29948,"[84, 79, 3]",[1.0632911392405062]
29949,"[6, 13, 0]",[19]
29950,"[10, 5, 3]",[2.0]
29951,"[93, 79, 3]",[1.1772151898734178]
29952,"[20, 97, 3]",[0.20618556701030927]
29953,"[49, 24, 0]",[73]
29954,"[5, 70, 3]",[0.07142857142857142]
29955,"[59, 99, 2]",[5841]
29956,"[92, 93, 2]",[8556]
29957,"[68, 30, 0]",[98]
29958,"[91, 80, 0]",[171]
29959,"[91, 19, 2]",[1729]
29960,"[42, 90, 3]",[0.4666666666666667]
29961,"[9, 91, 3]",[0.0989010989010989]
29962,"[11, 50, 2]",[550]
29963,"[94, 91, 1]",[3]
29964,"[68, 92, 2]",[6256]
29965,"[67, 67, 1]",[0]
29966,"[96, 75, 2]",[7200]
29967,"[37, 84, 3]",[0.44047619047619047]
29968,"[62, 42, 1]",[20]
29969,"[94, 29, 2]",[2726]
29970,"[24, 11, 2]",[264]
29971,"[1, 21, 3]",[0.047619047619047616]
29972,"[3, 26, 0]",[29]
29973,"[9, 42, 3]",[0.21428571428571427]
29974,"[2, 46, 3]",[0.043478260869565216]
29975,"[9, 44, 0]",[53]
29976,"[88, 76, 2]",[6688]
29977,"[29, 63, 3]",[0.4603174603174603]
29978,"[60, 30, 2]",[1800]
29979,"[77, 70, 1]",[7]
29980,"[24, 24, 1]",[0]
29981,"[2, 84, 1]",[-82]
29982,"[63, 35, 2]",[2205]
29983,"[11, 34, 2]",[374]
29984,"[35, 41, 3]",[0.8536585365853658]
29985,"[46, 20, 2]",[920]
29986,"[66, 38, 3]",[1.736842105263158]
29987,"[36, 30, 0]",[66]
29988,"[100, 26, 3]",[3.8461538461538463]
29989,"[34, 97, 3]",[0.35051546391752575]
29990,"[97, 52, 3]",[1.8653846153846154]
29991,"[72, 92, 2]",[6624]
29992,"[22, 40, 0]",[62]
29993,"[28, 69, 2]",[1932]
29994,"[34, 73, 1]",[-39]
29995,"[98, 90, 1]",[8]
29996,"[55, 39, 2]",[2145]
29997,"[76, 19, 1]",[57]
29998,"[92, 33, 0]",[125]
29999,"[53, 56, 2]",[2968]
30000,"[44, 16, 2]",[704]
30001,"[9, 53, 2]",[477]
30002,"[57, 79, 0]",[136]
30003,"[15, 92, 2]",[1380]
30004,"[61, 61, 0]",[122]
30005,"[64, 13, 1]",[51]
30006,"[93, 61, 1]",[32]
30007,"[93, 89, 2]",[8277]
30008,"[5, 4, 0]",[9]
30009,"[4, 35, 2]",[140]
30010,"[50, 25, 2]",[1250]
30011,"[63, 40, 1]",[23]
30012,"[71, 98, 0]",[169]
30013,"[83, 29, 3]",[2.8620689655172415]
30014,"[44, 72, 1]",[-28]
30015,"[85, 91, 2]",[7735]
30016,"[36, 86, 2]",[3096]
30017,"[86, 17, 3]",[5.0588235294117645]
30018,"[39, 25, 1]",[14]
30019,"[62, 73, 2]",[4526]
30020,"[92, 65, 0]",[157]
30021,"[56, 50, 3]",[1.12]
30022,"[90, 100, 1]",[-10]
30023,"[84, 79, 0]",[163]
30024,"[28, 64, 1]",[-36]
30025,"[67, 98, 3]",[0.6836734693877551]
30026,"[44, 72, 3]",[0.6111111111111112]
30027,"[2, 49, 0]",[51]
30028,"[52, 22, 0]",[74]
30029,"[13, 35, 3]",[0.37142857142857144]
30030,"[77, 40, 2]",[3080]
30031,"[91, 57, 1]",[34]
30032,"[66, 85, 3]",[0.7764705882352941]
30033,"[91, 55, 1]",[36]
30034,"[70, 46, 1]",[24]
30035,"[37, 27, 0]",[64]
30036,"[55, 74, 2]",[4070]
30037,"[74, 7, 3]",[10.571428571428571]
30038,"[39, 81, 1]",[-42]
30039,"[31, 12, 1]",[19]
30040,"[31, 10, 3]",[3.1]
30041,"[69, 50, 2]",[3450]
30042,"[59, 62, 0]",[121]
30043,"[55, 42, 3]",[1.3095238095238095]
30044,"[21, 52, 1]",[-31]
30045,"[71, 68, 1]",[3]
30046,"[35, 36, 2]",[1260]
30047,"[33, 12, 1]",[21]
30048,"[33, 78, 3]",[0.4230769230769231]
30049,"[34, 76, 0]",[110]
30050,"[42, 59, 2]",[2478]
30051,"[32, 53, 2]",[1696]
30052,"[91, 14, 3]",[6.5]
30053,"[58, 97, 2]",[5626]
30054,"[47, 10, 3]",[4.7]
30055,"[79, 19, 0]",[98]
30056,"[59, 94, 1]",[-35]
30057,"[3, 3, 1]",[0]
30058,"[99, 83, 3]",[1.1927710843373494]
30059,"[44, 62, 3]",[0.7096774193548387]
30060,"[16, 64, 1]",[-48]
30061,"[41, 72, 2]",[2952]
30062,"[19, 63, 3]",[0.30158730158730157]
30063,"[76, 48, 0]",[124]
30064,"[14, 70, 2]",[980]
30065,"[53, 61, 3]",[0.8688524590163934]
30066,"[48, 87, 1]",[-39]
30067,"[39, 93, 3]",[0.41935483870967744]
30068,"[73, 60, 2]",[4380]
30069,"[1, 75, 0]",[76]
30070,"[5, 8, 1]",[-3]
30071,"[5, 43, 3]",[0.11627906976744186]
30072,"[37, 34, 0]",[71]
30073,"[74, 55, 3]",[1.3454545454545455]
30074,"[16, 63, 0]",[79]
30075,"[1, 72, 2]",[72]
30076,"[8, 53, 1]",[-45]
30077,"[61, 38, 0]",[99]
30078,"[48, 63, 1]",[-15]
30079,"[20, 1, 0]",[21]
30080,"[83, 37, 3]",[2.2432432432432434]
30081,"[93, 58, 3]",[1.603448275862069]
30082,"[2, 18, 3]",[0.1111111111111111]
30083,"[3, 62, 2]",[186]
30084,"[20, 61, 3]",[0.32786885245901637]
30085,"[36, 84, 1]",[-48]
30086,"[68, 19, 3]",[3.5789473684210527]
30087,"[11, 69, 0]",[80]
30088,"[12, 5, 3]",[2.4]
30089,"[82, 70, 0]",[152]
30090,"[27, 53, 0]",[80]
30091,"[3, 3, 0]",[6]
30092,"[7, 0, 2]",[0]
30093,"[49, 93, 1]",[-44]
30094,"[66, 84, 2]",[5544]
30095,"[15, 45, 1]",[-30]
30096,"[39, 78, 0]",[117]
30097,"[81, 93, 2]",[7533]
30098,"[81, 96, 0]",[177]
30099,"[95, 84, 0]",[179]
30100,"[37, 64, 0]",[101]
30101,"[43, 12, 0]",[55]
30102,"[89, 45, 1]",[44]
30103,"[92, 71, 2]",[6532]
30104,"[14, 33, 0]",[47]
30105,"[53, 67, 1]",[-14]
30106,"[48, 87, 3]",[0.5517241379310345]
30107,"[6, 32, 0]",[38]
30108,"[96, 42, 1]",[54]
30109,"[33, 32, 1]",[1]
30110,"[31, 42, 0]",[73]
30111,"[14, 13, 2]",[182]
30112,"[97, 5, 3]",[19.4]
30113,"[60, 73, 2]",[4380]
30114,"[82, 59, 3]",[1.3898305084745763]
30115,"[88, 98, 3]",[0.8979591836734694]
30116,"[63, 64, 1]",[-1]
30117,"[88, 68, 3]",[1.2941176470588236]
30118,"[79, 59, 2]",[4661]
30119,"[31, 0, 2]",[0]
30120,"[17, 17, 2]",[289]
30121,"[2, 16, 2]",[32]
30122,"[83, 51, 1]",[32]
30123,"[20, 44, 0]",[64]
30124,"[21, 3, 0]",[24]
30125,"[73, 84, 1]",[-11]
30126,"[26, 80, 2]",[2080]
30127,"[75, 82, 0]",[157]
30128,"[64, 46, 1]",[18]
30129,"[38, 16, 0]",[54]
30130,"[50, 23, 3]",[2.1739130434782608]
30131,"[7, 15, 3]",[0.4666666666666667]
30132,"[4, 82, 0]",[86]
30133,"[91, 31, 2]",[2821]
30134,"[50, 98, 0]",[148]
30135,"[42, 40, 3]",[1.05]
30136,"[60, 72, 0]",[132]
30137,"[85, 65, 1]",[20]
30138,"[23, 46, 1]",[-23]
30139,"[47, 30, 2]",[1410]
30140,"[12, 34, 3]",[0.35294117647058826]
30141,"[71, 71, 3]",[1.0]
30142,"[34, 22, 2]",[748]
30143,"[16, 2, 1]",[14]
30144,"[8, 41, 2]",[328]
30145,"[96, 71, 3]",[1.352112676056338]
30146,"[62, 3, 2]",[186]
30147,"[70, 95, 2]",[6650]
30148,"[63, 62, 2]",[3906]
30149,"[92, 28, 0]",[120]
30150,"[58, 38, 3]",[1.5263157894736843]
30151,"[16, 83, 0]",[99]
30152,"[4, 35, 2]",[140]
30153,"[17, 35, 0]",[52]
30154,"[100, 68, 2]",[6800]
30155,"[40, 0, 2]",[0]
30156,"[51, 33, 2]",[1683]
30157,"[25, 22, 1]",[3]
30158,"[42, 66, 3]",[0.6363636363636364]
30159,"[78, 15, 0]",[93]
30160,"[30, 39, 2]",[1170]
30161,"[96, 78, 3]",[1.2307692307692308]
30162,"[83, 40, 2]",[3320]
30163,"[56, 14, 1]",[42]
30164,"[29, 76, 2]",[2204]
30165,"[46, 22, 3]",[2.090909090909091]
30166,"[64, 51, 0]",[115]
30167,"[15, 10, 1]",[5]
30168,"[19, 2, 1]",[17]
30169,"[60, 14, 2]",[840]
30170,"[73, 46, 3]",[1.5869565217391304]
30171,"[48, 43, 0]",[91]
30172,"[63, 36, 3]",[1.75]
30173,"[93, 67, 0]",[160]
30174,"[34, 39, 1]",[-5]
30175,"[59, 38, 2]",[2242]
30176,"[2, 66, 3]",[0.030303030303030304]
30177,"[99, 97, 2]",[9603]
30178,"[72, 23, 1]",[49]
30179,"[97, 13, 0]",[110]
30180,"[91, 62, 1]",[29]
30181,"[61, 6, 3]",[10.166666666666666]
30182,"[40, 65, 1]",[-25]
30183,"[91, 13, 2]",[1183]
30184,"[27, 94, 3]",[0.2872340425531915]
30185,"[9, 92, 0]",[101]
30186,"[41, 78, 0]",[119]
30187,"[68, 56, 3]",[1.2142857142857142]
30188,"[0, 31, 0]",[31]
30189,"[61, 37, 2]",[2257]
30190,"[72, 99, 3]",[0.7272727272727273]
30191,"[84, 32, 0]",[116]
30192,"[13, 44, 3]",[0.29545454545454547]
30193,"[85, 59, 2]",[5015]
30194,"[79, 92, 1]",[-13]
30195,"[100, 6, 1]",[94]
30196,"[4, 100, 2]",[400]
30197,"[0, 14, 0]",[14]
30198,"[1, 77, 0]",[78]
30199,"[96, 19, 3]",[5.052631578947368]
30200,"[39, 100, 3]",[0.39]
30201,"[30, 12, 0]",[42]
30202,"[2, 93, 1]",[-91]
30203,"[14, 9, 3]",[1.5555555555555556]
30204,"[79, 62, 2]",[4898]
30205,"[96, 6, 3]",[16.0]
30206,"[7, 91, 0]",[98]
30207,"[63, 65, 3]",[0.9692307692307692]
30208,"[30, 75, 0]",[105]
30209,"[74, 95, 2]",[7030]
30210,"[18, 38, 2]",[684]
30211,"[49, 13, 0]",[62]
30212,"[77, 77, 1]",[0]
30213,"[48, 49, 2]",[2352]
30214,"[75, 14, 1]",[61]
30215,"[30, 13, 1]",[17]
30216,"[64, 41, 1]",[23]
30217,"[97, 39, 1]",[58]
30218,"[70, 91, 3]",[0.7692307692307693]
30219,"[17, 14, 2]",[238]
30220,"[38, 44, 3]",[0.8636363636363636]
30221,"[77, 100, 2]",[7700]
30222,"[38, 52, 0]",[90]
30223,"[83, 77, 3]",[1.077922077922078]
30224,"[23, 40, 3]",[0.575]
30225,"[97, 75, 3]",[1.2933333333333332]
30226,"[5, 5, 3]",[1.0]
30227,"[100, 57, 0]",[157]
30228,"[80, 64, 3]",[1.25]
30229,"[15, 38, 2]",[570]
30230,"[61, 46, 0]",[107]
30231,"[97, 71, 2]",[6887]
30232,"[53, 9, 1]",[44]
30233,"[74, 25, 3]",[2.96]
30234,"[89, 25, 2]",[2225]
30235,"[92, 37, 1]",[55]
30236,"[6, 100, 1]",[-94]
30237,"[2, 30, 3]",[0.06666666666666667]
30238,"[43, 87, 3]",[0.4942528735632184]
30239,"[29, 22, 2]",[638]
30240,"[27, 2, 1]",[25]
30241,"[55, 94, 3]",[0.5851063829787234]
30242,"[27, 42, 3]",[0.6428571428571429]
30243,"[45, 56, 2]",[2520]
30244,"[67, 26, 1]",[41]
30245,"[1, 81, 1]",[-80]
30246,"[49, 84, 3]",[0.5833333333333334]
30247,"[10, 75, 0]",[85]
30248,"[6, 38, 0]",[44]
30249,"[37, 75, 3]",[0.49333333333333335]
30250,"[76, 2, 1]",[74]
30251,"[99, 35, 0]",[134]
30252,"[100, 19, 0]",[119]
30253,"[55, 8, 0]",[63]
30254,"[64, 8, 0]",[72]
30255,"[67, 66, 1]",[1]
30256,"[81, 11, 1]",[70]
30257,"[71, 19, 0]",[90]
30258,"[12, 18, 0]",[30]
30259,"[83, 26, 0]",[109]
30260,"[28, 56, 3]",[0.5]
30261,"[99, 63, 2]",[6237]
30262,"[60, 28, 3]",[2.142857142857143]
30263,"[76, 32, 3]",[2.375]
30264,"[83, 18, 3]",[4.611111111111111]
30265,"[74, 75, 3]",[0.9866666666666667]
30266,"[21, 59, 1]",[-38]
30267,"[36, 51, 3]",[0.7058823529411765]
30268,"[53, 14, 1]",[39]
30269,"[72, 55, 1]",[17]
30270,"[45, 98, 1]",[-53]
30271,"[16, 23, 1]",[-7]
30272,"[100, 10, 2]",[1000]
30273,"[34, 0, 3]",[0]
30274,"[62, 49, 1]",[13]
30275,"[79, 65, 0]",[144]
30276,"[14, 52, 3]",[0.2692307692307692]
30277,"[38, 66, 2]",[2508]
30278,"[0, 38, 3]",[0.0]
30279,"[87, 6, 0]",[93]
30280,"[45, 49, 1]",[-4]
30281,"[40, 54, 1]",[-14]
30282,"[60, 31, 1]",[29]
30283,"[60, 85, 1]",[-25]
30284,"[32, 46, 1]",[-14]
30285,"[80, 75, 2]",[6000]
30286,"[94, 86, 3]",[1.0930232558139534]
30287,"[35, 13, 3]",[2.6923076923076925]
30288,"[66, 76, 1]",[-10]
30289,"[29, 66, 3]",[0.4393939393939394]
30290,"[53, 33, 1]",[20]
30291,"[49, 14, 0]",[63]
30292,"[18, 54, 1]",[-36]
30293,"[87, 55, 2]",[4785]
30294,"[29, 13, 2]",[377]
30295,"[18, 55, 0]",[73]
30296,"[45, 69, 0]",[114]
30297,"[87, 30, 3]",[2.9]
30298,"[79, 40, 1]",[39]
30299,"[13, 18, 3]",[0.7222222222222222]
30300,"[59, 8, 0]",[67]
30301,"[100, 87, 2]",[8700]
30302,"[72, 92, 1]",[-20]
30303,"[14, 37, 0]",[51]
30304,"[40, 2, 2]",[80]
30305,"[76, 55, 0]",[131]
30306,"[99, 20, 3]",[4.95]
30307,"[9, 63, 0]",[72]
30308,"[52, 73, 1]",[-21]
30309,"[58, 7, 2]",[406]
30310,"[4, 67, 0]",[71]
30311,"[59, 41, 3]",[1.4390243902439024]
30312,"[83, 69, 1]",[14]
30313,"[59, 16, 1]",[43]
30314,"[75, 13, 1]",[62]
30315,"[86, 11, 0]",[97]
30316,"[0, 33, 1]",[-33]
30317,"[42, 39, 0]",[81]
30318,"[46, 50, 3]",[0.92]
30319,"[45, 54, 0]",[99]
30320,"[1, 75, 3]",[0.013333333333333334]
30321,"[68, 85, 1]",[-17]
30322,"[4, 64, 1]",[-60]
30323,"[98, 17, 1]",[81]
30324,"[95, 19, 2]",[1805]
30325,"[34, 8, 2]",[272]
30326,"[54, 42, 2]",[2268]
30327,"[5, 16, 0]",[21]
30328,"[38, 41, 3]",[0.926829268292683]
30329,"[86, 100, 1]",[-14]
30330,"[21, 13, 1]",[8]
30331,"[5, 80, 0]",[85]
30332,"[97, 99, 3]",[0.9797979797979798]
30333,"[58, 49, 0]",[107]
30334,"[7, 26, 2]",[182]
30335,"[54, 63, 2]",[3402]
30336,"[13, 85, 2]",[1105]
30337,"[59, 83, 2]",[4897]
30338,"[64, 4, 2]",[256]
30339,"[93, 15, 0]",[108]
30340,"[75, 57, 1]",[18]
30341,"[85, 38, 0]",[123]
30342,"[95, 75, 3]",[1.2666666666666666]
30343,"[4, 100, 3]",[0.04]
30344,"[33, 70, 0]",[103]
30345,"[10, 91, 2]",[910]
30346,"[39, 22, 0]",[61]
30347,"[96, 6, 2]",[576]
30348,"[0, 36, 1]",[-36]
30349,"[50, 89, 0]",[139]
30350,"[59, 29, 2]",[1711]
30351,"[49, 0, 2]",[0]
30352,"[37, 83, 3]",[0.4457831325301205]
30353,"[26, 86, 0]",[112]
30354,"[74, 77, 0]",[151]
30355,"[80, 54, 0]",[134]
30356,"[1, 98, 2]",[98]
30357,"[29, 12, 2]",[348]
30358,"[22, 12, 3]",[1.8333333333333333]
30359,"[15, 81, 0]",[96]
30360,"[70, 53, 2]",[3710]
30361,"[94, 47, 1]",[47]
30362,"[48, 4, 1]",[44]
30363,"[66, 16, 3]",[4.125]
30364,"[42, 67, 1]",[-25]
30365,"[32, 81, 1]",[-49]
30366,"[48, 50, 2]",[2400]
30367,"[30, 27, 0]",[57]
30368,"[37, 62, 1]",[-25]
30369,"[71, 52, 2]",[3692]
30370,"[67, 59, 2]",[3953]
30371,"[33, 18, 2]",[594]
30372,"[91, 20, 2]",[1820]
30373,"[29, 73, 1]",[-44]
30374,"[52, 21, 1]",[31]
30375,"[38, 11, 3]",[3.4545454545454546]
30376,"[58, 85, 1]",[-27]
30377,"[43, 76, 0]",[119]
30378,"[36, 86, 3]",[0.4186046511627907]
30379,"[63, 92, 2]",[5796]
30380,"[89, 88, 3]",[1.0113636363636365]
30381,"[68, 87, 1]",[-19]
30382,"[94, 21, 2]",[1974]
30383,"[71, 89, 1]",[-18]
30384,"[26, 6, 3]",[4.333333333333333]
30385,"[4, 3, 2]",[12]
30386,"[59, 96, 1]",[-37]
30387,"[10, 87, 1]",[-77]
30388,"[6, 68, 3]",[0.08823529411764706]
30389,"[34, 14, 1]",[20]
30390,"[96, 96, 1]",[0]
30391,"[43, 28, 0]",[71]
30392,"[67, 64, 2]",[4288]
30393,"[34, 16, 0]",[50]
30394,"[69, 40, 1]",[29]
30395,"[14, 71, 2]",[994]
30396,"[27, 9, 1]",[18]
30397,"[37, 15, 3]",[2.466666666666667]
30398,"[77, 43, 3]",[1.7906976744186047]
30399,"[34, 4, 0]",[38]
30400,"[31, 26, 2]",[806]
30401,"[43, 13, 3]",[3.3076923076923075]
30402,"[7, 28, 3]",[0.25]
30403,"[23, 53, 1]",[-30]
30404,"[11, 18, 1]",[-7]
30405,"[71, 28, 3]",[2.5357142857142856]
30406,"[37, 64, 0]",[101]
30407,"[28, 50, 1]",[-22]
30408,"[0, 9, 3]",[0.0]
30409,"[38, 10, 1]",[28]
30410,"[16, 41, 3]",[0.3902439024390244]
30411,"[77, 17, 1]",[60]
30412,"[10, 28, 3]",[0.35714285714285715]
30413,"[100, 15, 2]",[1500]
30414,"[72, 7, 3]",[10.285714285714286]
30415,"[37, 63, 3]",[0.5873015873015873]
30416,"[7, 68, 2]",[476]
30417,"[72, 1, 1]",[71]
30418,"[35, 58, 2]",[2030]
30419,"[68, 2, 0]",[70]
30420,"[49, 35, 0]",[84]
30421,"[28, 100, 2]",[2800]
30422,"[14, 50, 3]",[0.28]
30423,"[71, 67, 1]",[4]
30424,"[79, 91, 1]",[-12]
30425,"[61, 7, 0]",[68]
30426,"[74, 90, 0]",[164]
30427,"[58, 90, 1]",[-32]
30428,"[54, 40, 1]",[14]
30429,"[13, 22, 3]",[0.5909090909090909]
30430,"[13, 55, 2]",[715]
30431,"[75, 40, 0]",[115]
30432,"[47, 83, 1]",[-36]
30433,"[2, 63, 2]",[126]
30434,"[70, 60, 2]",[4200]
30435,"[71, 70, 3]",[1.0142857142857142]
30436,"[2, 36, 2]",[72]
30437,"[92, 53, 3]",[1.7358490566037736]
30438,"[11, 48, 1]",[-37]
30439,"[20, 20, 1]",[0]
30440,"[65, 99, 2]",[6435]
30441,"[76, 88, 1]",[-12]
30442,"[35, 4, 2]",[140]
30443,"[42, 93, 2]",[3906]
30444,"[89, 11, 1]",[78]
30445,"[26, 4, 1]",[22]
30446,"[3, 85, 1]",[-82]
30447,"[99, 50, 0]",[149]
30448,"[13, 19, 2]",[247]
30449,"[41, 41, 1]",[0]
30450,"[67, 37, 3]",[1.8108108108108107]
30451,"[51, 78, 0]",[129]
30452,"[91, 91, 1]",[0]
30453,"[5, 0, 3]",[0]
30454,"[63, 88, 3]",[0.7159090909090909]
30455,"[69, 76, 2]",[5244]
30456,"[79, 26, 2]",[2054]
30457,"[70, 4, 3]",[17.5]
30458,"[61, 73, 3]",[0.8356164383561644]
30459,"[89, 36, 0]",[125]
30460,"[2, 17, 3]",[0.11764705882352941]
30461,"[57, 2, 1]",[55]
30462,"[1, 7, 2]",[7]
30463,"[24, 33, 1]",[-9]
30464,"[89, 84, 0]",[173]
30465,"[7, 57, 0]",[64]
30466,"[88, 71, 3]",[1.2394366197183098]
30467,"[34, 52, 1]",[-18]
30468,"[51, 75, 3]",[0.68]
30469,"[45, 13, 2]",[585]
30470,"[9, 96, 0]",[105]
30471,"[61, 33, 2]",[2013]
30472,"[10, 51, 3]",[0.19607843137254902]
30473,"[26, 98, 2]",[2548]
30474,"[44, 40, 2]",[1760]
30475,"[18, 50, 1]",[-32]
30476,"[22, 55, 1]",[-33]
30477,"[67, 11, 3]",[6.090909090909091]
30478,"[86, 67, 2]",[5762]
30479,"[31, 32, 3]",[0.96875]
30480,"[35, 3, 0]",[38]
30481,"[29, 20, 3]",[1.45]
30482,"[43, 69, 1]",[-26]
30483,"[78, 12, 1]",[66]
30484,"[57, 0, 0]",[57]
30485,"[75, 42, 3]",[1.7857142857142858]
30486,"[37, 98, 2]",[3626]
30487,"[94, 62, 3]",[1.5161290322580645]
30488,"[87, 82, 3]",[1.0609756097560976]
30489,"[64, 87, 2]",[5568]
30490,"[81, 46, 2]",[3726]
30491,"[8, 6, 1]",[2]
30492,"[16, 4, 3]",[4.0]
30493,"[28, 91, 3]",[0.3076923076923077]
30494,"[54, 3, 1]",[51]
30495,"[38, 97, 0]",[135]
30496,"[64, 10, 0]",[74]
30497,"[31, 57, 3]",[0.543859649122807]
30498,"[0, 26, 3]",[0.0]
30499,"[30, 79, 3]",[0.379746835443038]
30500,"[13, 77, 2]",[1001]
30501,"[73, 70, 2]",[5110]
30502,"[15, 46, 2]",[690]
30503,"[29, 13, 3]",[2.230769230769231]
30504,"[55, 8, 2]",[440]
30505,"[90, 96, 1]",[-6]
30506,"[88, 4, 3]",[22.0]
30507,"[61, 18, 0]",[79]
30508,"[78, 52, 0]",[130]
30509,"[37, 96, 2]",[3552]
30510,"[76, 48, 1]",[28]
30511,"[6, 7, 2]",[42]
30512,"[82, 94, 3]",[0.8723404255319149]
30513,"[26, 91, 2]",[2366]
30514,"[17, 54, 3]",[0.3148148148148148]
30515,"[65, 79, 1]",[-14]
30516,"[51, 50, 0]",[101]
30517,"[12, 1, 0]",[13]
30518,"[76, 97, 0]",[173]
30519,"[83, 27, 2]",[2241]
30520,"[60, 90, 2]",[5400]
30521,"[56, 98, 0]",[154]
30522,"[3, 61, 3]",[0.04918032786885246]
30523,"[57, 14, 3]",[4.071428571428571]
30524,"[16, 86, 1]",[-70]
30525,"[89, 99, 1]",[-10]
30526,"[37, 60, 0]",[97]
30527,"[86, 63, 0]",[149]
30528,"[58, 86, 0]",[144]
30529,"[70, 10, 2]",[700]
30530,"[15, 57, 3]",[0.2631578947368421]
30531,"[12, 85, 2]",[1020]
30532,"[50, 83, 3]",[0.6024096385542169]
30533,"[75, 55, 2]",[4125]
30534,"[97, 72, 2]",[6984]
30535,"[76, 41, 2]",[3116]
30536,"[87, 26, 3]",[3.3461538461538463]
30537,"[22, 98, 3]",[0.22448979591836735]
30538,"[4, 13, 3]",[0.3076923076923077]
30539,"[27, 44, 2]",[1188]
30540,"[25, 15, 2]",[375]
30541,"[44, 79, 2]",[3476]
30542,"[48, 75, 1]",[-27]
30543,"[22, 91, 3]",[0.24175824175824176]
30544,"[36, 2, 1]",[34]
30545,"[42, 83, 2]",[3486]
30546,"[85, 96, 3]",[0.8854166666666666]
30547,"[55, 34, 1]",[21]
30548,"[38, 73, 3]",[0.5205479452054794]
30549,"[27, 45, 1]",[-18]
30550,"[43, 30, 1]",[13]
30551,"[63, 31, 2]",[1953]
30552,"[100, 94, 2]",[9400]
30553,"[41, 69, 0]",[110]
30554,"[71, 4, 1]",[67]
30555,"[78, 43, 1]",[35]
30556,"[35, 22, 2]",[770]
30557,"[53, 13, 0]",[66]
30558,"[76, 86, 0]",[162]
30559,"[69, 3, 3]",[23.0]
30560,"[44, 96, 0]",[140]
30561,"[49, 37, 2]",[1813]
30562,"[88, 20, 3]",[4.4]
30563,"[62, 98, 2]",[6076]
30564,"[67, 67, 0]",[134]
30565,"[6, 85, 2]",[510]
30566,"[36, 68, 1]",[-32]
30567,"[38, 46, 2]",[1748]
30568,"[68, 37, 1]",[31]
30569,"[21, 100, 2]",[2100]
30570,"[49, 31, 2]",[1519]
30571,"[43, 56, 2]",[2408]
30572,"[25, 49, 3]",[0.5102040816326531]
30573,"[77, 37, 3]",[2.081081081081081]
30574,"[6, 68, 0]",[74]
30575,"[0, 92, 2]",[0]
30576,"[44, 15, 3]",[2.933333333333333]
30577,"[40, 72, 3]",[0.5555555555555556]
30578,"[37, 16, 2]",[592]
30579,"[0, 99, 3]",[0.0]
30580,"[52, 90, 1]",[-38]
30581,"[96, 50, 1]",[46]
30582,"[57, 29, 3]",[1.9655172413793103]
30583,"[77, 28, 2]",[2156]
30584,"[40, 52, 2]",[2080]
30585,"[85, 4, 3]",[21.25]
30586,"[100, 44, 0]",[144]
30587,"[94, 1, 3]",[94.0]
30588,"[54, 64, 0]",[118]
30589,"[82, 55, 1]",[27]
30590,"[70, 48, 2]",[3360]
30591,"[48, 75, 2]",[3600]
30592,"[4, 97, 0]",[101]
30593,"[30, 87, 2]",[2610]
30594,"[11, 20, 2]",[220]
30595,"[4, 24, 3]",[0.16666666666666666]
30596,"[58, 62, 3]",[0.9354838709677419]
30597,"[96, 18, 0]",[114]
30598,"[20, 72, 1]",[-52]
30599,"[100, 5, 1]",[95]
30600,"[34, 98, 2]",[3332]
30601,"[80, 45, 1]",[35]
30602,"[42, 53, 0]",[95]
30603,"[27, 27, 3]",[1.0]
30604,"[87, 12, 2]",[1044]
30605,"[23, 75, 3]",[0.30666666666666664]
30606,"[84, 45, 1]",[39]
30607,"[86, 55, 0]",[141]
30608,"[96, 0, 1]",[96]
30609,"[33, 26, 0]",[59]
30610,"[79, 32, 0]",[111]
30611,"[32, 68, 2]",[2176]
30612,"[6, 79, 3]",[0.0759493670886076]
30613,"[4, 35, 0]",[39]
30614,"[24, 7, 2]",[168]
30615,"[62, 27, 3]",[2.2962962962962963]
30616,"[43, 91, 2]",[3913]
